Regulator	Molecule Type	Target genes	count	z-score	Direction
ADCYAP1	other	CFL1, CGA, CHGA, CHGB, CLCF1, CNN3, CNTNAP2, CNTNAP4, COL3A1, COL5A1, COL5A2, CREB1, CREBBP, CRH, CRTAC1, CSHL1, CXCL10, CXCL2, CXCL3, CYP11B1, DCDC2, DDHD1, DGKK, DLL3, DNAH9, DNMT3A, DQX1, EDIL3, EFHC1, EGR1, EGR2, EGR3, ELAVL1, EMB, ENPP2, EPHA2, FASLG, FGFR2, FOS, FRMPD2, FRRS1, FSHB, FST, GABRB2, GALNT7, GAP43, GATA3, GCG, GCLM, GFAP, GJD2, GLI1, GNG8, GNRH1, GNRHR, GOSR1, GPC3, GPR101, GREB1, GREM2, GRK5, GRP, GYS2, H2AFZ, HAPLN1, HK1, ID3, IDH2, IER3, IL10, IL12B, IL23A, IL6, IRF1, IRF3, ITGAM, KCNN4, KIF23, KLHL40, KRT8, LAMA1, LHB, LMO1, LRPAP1, LUM, MAN1A1, MAP2K7, MAPK4, MAPK8IP3, MCAM, MCM2, MCM3AP, MEST, MME, MOG, MREG, MYC, MYL10, NECAP2, NEUROD1, NFATC2, NFKBIA, NHLH2, NOS1, NOS2, NPR3, NPY1R, NPY5R, NQO1, NR5A1, NSDHL, NTRK2GABRB2, NTRK2, ORM1, P2RY2, PDE10A, PHEX, PLAGL1, PNMT, POMC, POR, POSTN, POU1F1, PPP1R3B, PRDX6, PRL, PSMB7, PTPRR, QKI, RAB3IP, RELA, RGCC, RHOB, RNF34, RPSALUM, RPSA, S100A10, SCAMP3, SCARB1, SCG2, SERPINA3, SERPINB1, SERPINE2, SERPINF1, SEZ6L, SH2B2, SLC18A2, SLC1A2, SLC1A3, SLC2A1, SLC6A20, SMAD1, SMPDL3B, SNAP25, SOCS3, SPARC, SST, ST18, TCF4, TENM2, TFPT, TGFB2, TGFBI, TGM4, TICAM1, TK1, TMPO, TMSB10/TMSB4X, TNFPHEX, TNF, TSC22D1, TSHZ1, TTYH1, TUBB2B, TXNRD1, UCP2, UGT2B28, VIPACAT1, ACTN1, ADCYAP1, ADCYAP1R1, ADD3, AGER, AGTR2, AKT1, AMACR, ANGPT1, ARHGDIG, ARHGEF25, ATRN, AZIN1, B4GALT3, BAG2, BCAM, BCL2, BDNF, BMP6, BTG2, C1QL2, CACNA2D3, CAMK4, CARTPT, CCBE1, CCL3L3, CCL4, CCL5, CCNA2, CCNI, CD40, CD80, CD86, CEBPB, CEBPD	213.0	2.6717500000000003	induced
ADIPOQ	other	PPARA, PPARD, PPARG, PPARGC1A, PRDX3, PRDX5, PTEN, PTGS2, SCD, SHC1, SIGLEC10, SLC27A1, SLC27A2, SLC27A5, SLC2A3, SLC2A4, SOAT1, SOD2, SREBF1, STK11, SYP, TGFB1, TIMP1, TNF, TP53, TSC2, UCP1, UCP2, UCP3, VCAM1, VEGFCACACA, ACACB, ACLY, ACOX1, ACSL1, ACSL5, ACSM5, ACTA1, ADIPOQ, ADIPOR2, ARG1, BAD, BCL2, BECN1, BIRC5, BMP2, CASP6, CCL2, CCL20, CCL5, CCND1, CD36, CDKN2A, CEBPA, CLEC10A, CMKLR1, COL3A1, CRH, CTGF, CXCL1, CXCL10, CXCL11, CXCL3, CXCL8, CXCL9, CXCR3, CYBB	67.0	2.126	induced
ADRB	group	AACS, ABL1, ACAT2, ACSS1, ADAMTS4, ADCY4, ADGRL4, ANGPTL4, ANKRD1, ANXA5, ARG1, ARHGEF3, ATF3, ATF5, AXL, BAD, BAK1, BAX, BCL10, BHLHE40, BNIP3, BNIP3L, BOK, BRCA2, CASP3, CASP4, CASP6, CCNA2, CCND1, CCNE1, CD40, CD68, CDC7, CDK4, CDK6, CDKN1A, CDKN1B, CDKN2A, CFLAR, CLEC4D, CREM, CRYAB, CXCL10, CXCL2, CYP51A1, DDIT3, DDIT4, DIO2, E2F1, E2F3, E2F4, ENDOD1, FAM110C, FAM127C, FAM214A, FAS, FDPS, FOS, GADD45A, GATA4, GCLM, GDF15, GSTA3, GSTA5, HGH1, HMGCS1, HMOX1, HSD17B7, HSD3B7, HSPD1, ICAM1, IDH1, IFIT3, IKBKG, INSIG1, JUN, JUNBCFLAR, JUNB, KLF4, KLHL6, LBH, LPIN1, LSS, LTBP1, MMP9, MSMO1, MVD, NBN, NCL, NEK2, NFKBIA, NOD1, NOS2, NOTCH2, NPM3, NPPA, NQO1, NR4A1, NR4A2, NR4A3, NSDHL, NUDT18, OASLAACS, SLC40A1, SLCO4A1, SMAD6, SMC1A, SQSTM1, SRM, SRXN1, TEK, TRAF1, TRAF3, TRIM54, UCP1, WEE1, WNT7B, YPEL3AACS, PKD1, PPARGC1A, PPM1D, RAD51, RAD9A, RAN, RBL2, RSAD2, SDPR, SLC6A9, SLC7A11, SLC8A1, SLC9A3R2	131.0	-3.433	repressed
AG490	chemical - kinase inhibitor	A2M, ACAT1, ACE, ACHE, ACTA2, AGT, AKR1C3, BAX, BCL2, BCL2L1, BIRC3, BIRC5, BMP7, CASP3, CCL2, CCL5, CCND3, CD24, CD68, CDKN1A, CFTR, CXCL8, CYSLTR2, DUOX2, EDN1, ESR1, ESR2, FGF2, FOS, FOXP3, GFAP, HMGB1, HPGD, ICAM1, ICOS, IFNB1, IFNG, IGF1, IGF2, IL13RA2, IL1B, IL21, IL4, IL6, IL7, IRF1, ITGAE, JAK2CFTR, JAK2, LY96, MCL1, MMP9, MYC, MYH10, MYH11, NOS2, NOS3A2M, PIM1, PLA2G2A, PRL, PTGS2, PTTG1, S100A10, SAA1, SFTPB, SOCS3, SOD2, SPP1, STAR, STAT1	70.0	-4.9625	repressed
AGER	transmembrane receptor	AGER, APAF1, APP, ARG1, BACE1, BCL2, CALCR, CCL2, CCL3, CCL3L3, CCL4, CCND1, CD40LG, CDKN1A, CHGA, CHGB, CKM, COL4A1, CSF1, CTNNB1, CTSK, CXCL3, CXCL8, EGR1, F3, FAS, FLT1, ICAM1, IFIT1, IL1B, IL22, IL4R, IL6AGER, TGFB1, TJP1, TNC, TNF, TP53, TUBB3, TXNIP, VCAM1, VEGFA	42.0	2.7489999999999997	induced
AGN194204	chemical drug	ACAA1, ACAA2, ACAT2, ADAM19, AEBP2, AIM1, ANAPC5, ANXA11, ANXA2, ARL4C, ATF3, ATP1A1, AURKA, BCL2A1, BNIP3L, BZW2, CAMK2D, CCL3L3, CCL4, CCNA2, CCNB1, CCNG2, CD3E, CD5, CD6, CDK1, CDKN1A, CDKN2C, CHKA, CLIC4, COTL1, CPT1A, CRABP2, CSF2, CSRP1, CST3, CYB5A, CYP51A1, CYP7B1, DENND5A, DGKA, DHCR7, DUSP1, EED, ELOVL3, ELOVL5, EMP1, EMP3, ENO3, EPB41, EZH2, FABP2, FDFT1, FDPS, FDX1, FNBP1, FOXA2, FOXA3, FURIN, GADD45A, GAPDH, GATA3, GBP2, GBP3, GFI1, GJA1, GNAI1, GNAS, GNB2, GPR65, H1FOO, H2AFX, H2AFZ, HIC1, HIST1H1C, HK2, ICOS, IDI1, IFITM3, IL12RB1, IL13, IL17A, IL1R2, IL2, IL2RA, IL2RB, IL4, IL4R, IL7R, IL9, IRF1, IRS2, ITGB2, ITGB7, ITM2ACHKA, ITM2A, KIF20A, KIF2C, KIF4A, KLF6, LAMP1, LDB3, LGALS1, LIFR, LILRB4, LMNA, LPL, LRMP, LSS, LTA, MAD2L1, MAN1A1, MKI67, MMP9, MYC, NPC2, NRIP1, NSDHL, NSMAFFURIN, NSMAF, PDCD4, PENK, PHLDA1, PIM1, PLAC8, PLIN2, PLK1, PRC1, PRNP, PROS1, PTGR1, RAMP3, RCAN3, RGS10	134.0	6.698333333333333	induced
AGT	growth factor	ACAT2, ACE, ACE2, ACTA1, ACTA2, ADAM12, ADAM17, ADAM23, ADAMTS5, ADD3, ADGRE1, ADH1C, ADIPOQ, ADIPOR1, ADM, ADORA2B, AGER, AGT, AGTR1, AGTR2, ALOX12, ALOX15, ANGPT1, ANGPT2, ANK3, ANXA3, APLN, AQP2, ARHGEF11, ARHGEF9, ARID1B, ARID2, ASAH2, ASL, ATF3, ATP1A1, ATP1B1, ATP2B1, AVP, BACH1, BAX, BCL2, BDKRB2, BECN1, BGN, BMP6, BOK, BRCA1, CACNA1C, CALR, CASP3, CASP8, CAT, CAV1, CCL2, CCL3L3, CCL4, CCL5, CCL8, CCND1, CCND2, CCND3, CCNE1, CCNE2, CCR7, CD36, CD44, CD86, CDC25A, CDH13, CDK1, CDK4, CDKN1A, CDKN1B, CDKN2A, CGREF1, CIT, CLGN, COL11A2, COL1A1, COL1A2, COL3A1, COL4A1, COL4A6, COL6A1, COLEC10, COX4I1, COX5A, COX7A1, COX7A2, CP, CR1, CRABP2, CREB1, CREB5, CREM, CRP, CTF1, CTGF, CTSS, CXCL10, CXCL2, CXCL3, CXCL8, CYBA, CYBB, CYP11B1, CYP11B2, CYP17A1, CYP19A1, CYP2E1, CYP2J2, CYP4A11, CYTH3, DAB2, DCUN1D3, DDAH2, DHFR, DLL4, DUSP1, EBP, EDN1, EDNRA, EDNRB, EFEMP1, EFNB2, EGFR, EGR1, ELMSAN1, ENG, EREG, ERRFI1, ETS1, ETV1, F3, FASLG, FASN, FBXO21, FCGR1A, FDFT1, FDX1, FDXR, FGF13, FGF2, FGF7, FLT1, FN1, FOS, FOXO3, FOXP2, FRAT2, GABBR1, GABRB3, GALNT13, GAP43, GAS2, GATA6, GCH1, GFPT1, GJA1, GLCCI1, GRK5, GSK3B, GSS, GSTA3, GSTA5, GSTM5, GSTP1, HAS2, HBEGF, HCRT, HES1, HEY1, HGF, HIF1A, HMGB2, HMGCR, HMGCS1, HMOX1, HOXA9, HSD3B1, HSD3B2, HSPB1, HSPG2, ICAM1, ID3, IDH1, IDI1, IGF1, IGF1R, IGFBP3, IGFBP4, IGFBP5, IL13, IL15, IL18, IL18R1, IL1B, IL6, IL6ST, INHBB, INSR, ITGA2, ITGA5, ITGA7, ITGAV, ITGB1, ITGB3, ITGB5, ITGB7, ITPKB, ITPR2, JAG1, JUNCGREF1, JUN, KCND3, KITLG, KL, KLF5, L1CAM, LAMB1, LATS2, LDLR, LEP, LEPR, LIF, LIMD2, LPP, LSS, LTA, MAD2L1, MAP1LC3A, MAP2, MAP2K7, MAPK7, MAPT, MAS1, MATN2, MGST1, MIF, MMP2, MMP20, MMP9, MSMO1, MSR1, MXD4, MYB, MYC, MYH10, MYH6, MYH7, NCALD, NCF1, NCF2, NCL, NDRG1, NFKB2, NGF, NMNAT2, NOS1, NOS2, NOS3, NOTCH3, NOTCH4, NOVA1, NOX1, NOX4, NOX5, NPHS1, NPPA, NPPB, NPR3, NPY, NR4A1, NR4A2, NREP, NRG1ACAT2, SMAD7, SNCA, SOCS1, SOCS3, SOD2, SOD3, SOS2, SOX4, SOX6, SP1, SPIN1, SPP1, SPTSSA, SRGAP3, SSH2, STAR, STC1, STK11, TBX2, TBX20, TBX5, TFPI, TFRC, TGFA, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TH, THBD, TIMM9, TIMP1, TJP1, TLN2, TNF, TNFRSF12A, TNFSF11, TP53, TTN, TUBB3, TXNIP, UCP2, UGCG, USP9X, VCAM1, VEGFA, VEGFC, WASL, WNK4, ZBTB18, ZCCHC11, ZEB1, ZEB2, ZFP36, ZNF268, ZNF516ACAT2, PIK3R1, PIR, PLA2G10, PLAU, PNKD, POLE3, POSTN, PPARG, PPFIBP1, PPP1R3C, PPP3CB, PTBP2, PTEN, PTGFR, PTGS1, PTGS2, PTHLH, PURA, RAC1, RBL1, RCAN1, RELA, REN, RGS2, RHOA, RRAS, SCARB1, SCN2A, SCNN1A, SELE, SELL, SEMA6A, SERPINB2, SERPINE1, SGCD, SGK1, SHC1, SLC10A6, SLC12A1, SLC13A1, SLC14A2, SLC1A1, SLC2A1, SLC34A3, SLC5A2, SLC6A2, SLC8A1, SLC9A1, SLC9A8	383.0	8.028500000000001	induced
AHR	ligand-dependent nuclear receptor	A2M, ABCB6, ABCC4, ABCG2, ACOX1, ACTA2, ACTL6A, ACTN1, ADAM19, ADAMTS2, ADAMTS5, ADIPOR2, ADM, AHRR, AKR1A1, ALB, ALDH1B1, ALDH2, ALDH3A1, APAF1, APH1B, APP, AREG, ARG2, ARNT, ASPN, ATOH8, ATP2B1, ATP4A, BAX, BTG2, BZW2, CADM4, CAMK2N1, CAMK2N2, CASP8, CBR1, CBR3, CCL1, CCL21, CCL5, CCNA2, CCNB1, CCND1, CCND3, CCNE1, CCNF, CCNG2, CD36, CD38, CDC25B, CDC25C, CDH1, CDH2, CDK1, CDK2, CDK4, CDKN1A, CDKN1B, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CEBPA, CELA1, CGREF1, CHD7, CHST2, COL11A1, COL12A1, COL13A1, COL14A1, COL16A1, COL1A1, COL1A2, COL27A1, COL3A1, COL4A1, COL4A2, COL5A1, COL5A2, COL6A1, COL6A3, COL9A3, COLQ, COX8A, CRP, CTNNB1, CTSD, CXCL10, CYP1A1, CYP1A2, CYP1B1, CYP2A6 (includes others), CYP2B6, CYP2C8, CYP2S1, CYP3A4, SNAI1, SNAI2, SNTA1, SOD1, SOD2, SPP1, STAT3, STEAP4, SYT12, TFF3, TGFB1, TGFB2, TGFB3, TGFBI, TGFBR2, TH, THBS1, TIMP2, TIMP3, TIPARP, TK1, TNF, TNFAIP8L1, TNFRSF19, TP53, TP73, TSPYL2, TUBA8, TXN, VCL, VEGFA, VEGFC, VIMA2M, PI4K2A, PJA1, PKLR, PLA2G12A, PLAT, PLK1, PLXNA2, PMM1, POLA1, POMP, POU5F1, PPARG, PPP1R15A, PRL, PTGS2, RBL1, RBP1, RDH16, RNGTT, RORC, SAA1, SDC1, SDR9C7, SDSL, SEMA3A, SEMA3F, SERPINA12, SERPINA7, SERPINB2, SERPINE1, SHB, SIM1, SIRT1, SLC16A10, SLC16A5, SLC17A2, SLC1A1, SLC1A4, SLC22A7, SLC25A51	171.0	0.0	
AKT1	kinase	ABCB1, ACAT2, ACLY, ACTA2, ADIPOQ, AIP, AKR1B10, AKR1C1/AKR1C2, AKT1, ANKH, ANKRD1, APOC3, AR, ASS1, AURKB, BAD, BAX, BCL2, BCL2A1, BCL2L1, BCL2L11, BIRC3, BIRC5, BMP2, C1QC, CASP3, CCL2, CCL5, CCND1, CCND2, CCND3, CCNE1, CD4, CD40, CD69, CD74, CD86, CDH1, CDK2, CDK4, CDKN1A, CDKN1B, CEBPD, CFLAR, CIDEA, CISH, CKS2, COL4A1, COL8A1, CSN2, CST3, CTNNB1, CTSV, CXCL10, CXCR4, CYP7A1, DHCR7, DLG4, DLX3, E2F1, EBP, EGR1, EP300, EPO, ESR1, FABP5, FAS, FASLG, FASN, FBXO32, FGF2, FN1, FOS, FOSB, FOXO1, FOXP3, FSTL1, FXYD5, G6PC, GCK, GCLC, GCLM, GDF15, GOSR2, GSTA5, GSTM5, HIF1A, HIPK3, HMGB2, HMGCR, HMGCS1, HMOX1, HNRNPL, HUNK, IFNB1, IFNG, IGF1R, IGF2, IGFBP1, IGFBP5, IL10, IL12B, IL2, IL4, IL6, IRS1, IRS2, ITGB1, JUNDCFLAR, JUND, KDR, KLF15, LAMA1, LAMB1, LCN2, LEP, LIPA, LSS, MATR3, MBP, MCL1, MDM2, ME1, MEPE, MMP14, MMP2, MMP9, MSMO1, MSR1, MSTN, MT2A, MUT, MYB, MYC, MYH11, MYL1, MYOCD, MYOG, NDC80, NEXN, NFATC1, NFATC2, NFE2L2, NFKB1, NFKB2, NOS2, NOTCH1, NPPA, NQO1FXYD5, NQO1, PCK1, PCOLCE, PDGFRA, PDGFRB, PEX11A, PGR, PHLDA1, PIK3R1, PLG, PLP1, PPARA, PPARG, PPARGC1A, PPP1R1B, PRKAR1A, PRL, PTGS2, RAB11A, RAMP1, RAMP3, REN, RFC4, RHOBABCB1, RHOB, SCD, SEMA6D, SERPINE1, SERPINF1, SHOX2, SIRT6, SIVA1, SLC1A2, SLC2A1, SLC3A2, SLC4A7, SLC5A5, SNAI1, SNAI2, SPP1, SREBF1, SREBF2, SRF, STUB1	193.0	3.937	induced
ALKBH5	enzyme	ABI1, ACR, ACTRT1, ADGRG2, AKAP13, AKAP4, ALG11, ASAH1, ASB1, AURKC, AXL, BLVRB, BRCA2, CAV1, CELSR2, CHN1, CLDN11, CLU, CREM, CTSD, CTTN, PIWIL1, PRDX4, RACGAP1, RARA, RGS2, RPA1, RPGR, RPLP0, SBF1, SDHD, SERPINA5, SGMS1, SLC4A2, SLC7A8, SMAD5, SOD1, SOX6, SPAG9, SPATA3, STAG2, STON1	42.0	0.0	
AMPK	complex	AACS, ACACA, ACE, ACO2, ADIPOQ, AR, ATG5, BAX, BCL2, BCL2L11, BIRC5, BMF, BMP2, CAT, CCL2, CCNB1, CCND2, CDH1, CDKN1A, CIITA, CLDN1, CREBZF, CS, CTNNB1, CXCL10, CXCL12, CXCL8, CYBB, CYP2B6, CYP3A4, PKLR, PMAIP1, PPARG, PPARGC1A, PTGS2, RUNX2, SDHA, SERPINE1, SIRT1, SLC2A1, SLC2A4, SLC6A8, SNAI1, SREBF1, STAT1, STIM1	46.0	0.0	
ANGPT2	growth factor	ABCC1, ACTA1, ADA, ADAM12, AGTR1, APIP, ARHGEF2, ARL4C, ASPHD1, AXIN2, BAG1, BCL2, BCL2L11, BCR, C1R, CALR, CASP3, CAT, CCL3L3, CCL5, CCT7, CD68, CDC27, CDC34, CDKN1A, CEBPB, CFB, COL1A1, COL1A2, COL3A1, COMT, CRH, CRYAA/LOC102724652, CRYAB, CRYBB3, CRYGC, CWC22, CYBA, CYP11B2, DBNL, DDIT3, DNAJB4, DNASE1, EDN1, EEF1B2, EFR3A, EGFR, EIF1, EPHX2, ETS1, EXT2, FAS, FEN1, FGF7, FKBP10, FKBP2, FKBP4, FN1, GATA4, GATA6, GSK3B, HDAC2, HDAC4, HDAC5, HIF1A, HMGCS1, HMOX1, HSP90AA1, HSPA1A/HSPA1B, HSPA2, HSPA4, HSPA5, HSPB2, HSPD1, ICAM1, IL1B, IL6, INPP5F, JMJD6CFB, JMJD6, KDM6B, KIF1C, KLF5, KPNA2, LARP4, LEP, LEPR, LIG4, LMNB2, LYN, MAP2K1, MAP4K5, MAPK10, MAPK12, MFGE8, MGMT, MGST1, MIF, MMP1, MMP2, MMP7, MMP9, MYH6, MYH7, MYOD1, MYOG, NCF1, NDE1, NME1, NOS3, NOX1, NOX4, NPPAGATA4, NPPA, OLR1, P4HB, PDCD4, PDGFRB, PDIA3, PDIA5, PDIA6, PGAP1, PHLDA1, PLAU, POLA1, POLD1, POSTN, PROS1, PTGES, PTGS2, PTHLH, RAD21, RBM14, RCAN1, RDH10, RFC1, RFC2, RFC4, RHOB, RPA2, RPA3, RPS6LYN, RPS6, SERPINE1, SERPING1, SMYD5, SNAI1, SOCS7, SOD1, SOD2, SOD3, SPTLC3, SRXN1, ST13, STK17A, TCN2, TEK, TGFBR2, THBS1, THBS2, TLR3, TMEM41B, TNFRSF10B, TNFRSF12A, TNFSF11, TNIK, TOP1, TOR1AIP2, TP53	169.0	5.55575	induced
APC	enzyme	GHRL, GIP, HADHB, HAMP, HIF1A, HK2, HNF1A, ID1, ID2, ID3, IDH3G, IGF1, IGFBP5, IL10, IL17A, IL6, KLF4, LCK, LCT, LPL, MDH2, MEP1A, MMP10, MMP3, MMP7, MUC2, MXD1, MYC, NOS2, ODC1, OGDH, PDK2, PDK4, PLA2G10, PLA2G4A, PPARA, PPARD, PRKCA, PRKCB, PRKCZ, PTGS1, PTGS2, PYY, REG3APLA2G10, REG3A, SDHB, SGK1, SNAI1, SNAI2, SPP1, SST, SUCLG1, SUCLG2, TFF3, TIMP1, TJP1, TNF, TNFRSF11B, TNFSF11, VEGFA, ZEB1ALPP, AMHR2, APCDD1, APOB, ATOH1, AXIN2, BIRC5, CCK, CCND1, CD44, CD55, CDH1, CDH2, CDKN1A, CDX2, CHGA, CHGB, CHRNA7, CLU, CS, CTNNB1, CXCL12, CXCL2, CXCL3, CXCR2	85.0	-2.0215	repressed
APOE	transporter	ABCA1, ABCA2, ABCG8, ACAT1, ACTA2, ACTB, ADAMTS5, ADGRE1, AGER, ALOX12, ANXA11, APBA2, APOA1, APOB, APOD, APOE, APP, ARHGEF12, BAX, BCAM, BGN, BMP4, BRI3, C5AR1, C5AR2, CALR, CALU, CASP3, CAT, CCL3L3, CCL4, CCL5, CCND1, CCND2, CCR5, CD36, CD40, CD40LG, CD44, CD68, CD80, CD86, CETP, CLU, COL18A1, COL1A1, COX6B1, CPT1A, CSF1, CTDSP1, CTGF, CTNNB1, CTSB, CTSD, CTSK, CTSS, CTSV, CXCL3, CYBB, CYP3A5, CYP7A1, CYP8B1, CYR61, DCSTAMP, DDT, ECM1, EDN1, EGR1, EMILIN1, EPN2, F2R, F2RL1, F3, FCGR2B, FKBP4, FKBP5, FOS, FYN, GJD2, GPX3, GPX4, GRIA1, GRIA2, GRIA3, GRIN2B, HDLBP, HMGCR, HMMR, HMOX1, HSD11B1, HSP90AB1, HSPD1, HSPG2, ICAM1, IFNG, IGF1R, IGFBP6, IL10, IL10RA, IL10RB, IL12A, IL12B, IL17A, IL1B, IL1RN, IL2, IL4, IL5, IL6, INSR, ITGA3, ITGA5, ITGAM, ITM2B, JAK1, JUNCETP, JUN, KCTD10, KREMEN1, LCN2, LDLR, LEP, LIMS2, LIPA, LIPG, LPL, LRP1, LRP8, LTBP1, LTBP2, LTBR, M6PR, MAP2, MAP2K7, MAPK3, MAPT, MGEA5, MGP, MKL1, MLEC, MMP2, MMP3, MMP9, MSR1, MTCH1, MYBBP1A, MYLIP, MYO1B, MYOCD, NCDN, NCF1, NCF2, NOS2, NOS3, NOX4, NPNT, NR1H3FYN, NR1H3, PCSK9, PHLDA1, PLAU, PMEPA1, PPAP2B, PPARD, PPARG, PRKCB, PRKRIP1, PSMB6, PTGS2, PTK2B, PTP4A3, PTX3, RELA, RNF219, ROGDIABCA1, ROGDI, S100A8, S100A9, SAE1, SCARB1, SDC4, SELE, SERPINA3, SERPINE1, SIRT1, SLC25A6, SMAD1, SMARCD1, SOCS3, SOD1, SOD2, SPP1, SREBF2, STAT4, STAT6, SV2A, SYP	197.0	-4.1370000000000005	repressed
